GEOID,district,state,year,sex,estimate,moe
105,5,Alabama,2014,male,0.483728527,0.016407414
105,5,Alabama,2014,female,0.516271473,0.017361894
105,5,Alabama,2015,male,0.482638233,0.01667936
105,5,Alabama,2015,female,0.517361767,0.01654956
105,5,Alabama,2016,male,0.482360307,0.016614526
105,5,Alabama,2016,female,0.517639693,0.017231139
105,5,Alabama,2017,male,0.482592873,0.016649806
105,5,Alabama,2017,female,0.517407127,0.017524432
105,5,Alabama,2018,male,0.482586279,0.017735268
105,5,Alabama,2018,female,0.517413721,0.018155324
105,5,Alabama,2019,male,0.483029455,0.017136932
105,5,Alabama,2019,female,0.516970545,0.017370425
105,5,Alabama,2020,male,0.48338362,0.020621791
105,5,Alabama,2020,female,0.51661638,0.020320795
106,6,Alabama,2009,male,0.479679327,0.019856591
106,6,Alabama,2009,female,0.520320673,0.019200411
106,6,Alabama,2010,male,0.478617431,0.018236653
106,6,Alabama,2010,female,0.521382569,0.018860636
106,6,Alabama,2011,male,0.479800995,0.019440413
106,6,Alabama,2011,female,0.520199005,0.019606554
106,6,Alabama,2012,male,0.478469052,0.018961057
106,6,Alabama,2012,female,0.521530948,0.020149619
106,6,Alabama,2013,male,0.47883545,0.019762682
106,6,Alabama,2013,female,0.52116455,0.020562053
106,6,Alabama,2014,male,0.478405329,0.019949101
106,6,Alabama,2014,female,0.521594671,0.019803788
106,6,Alabama,2015,male,0.478255873,0.019109509
106,6,Alabama,2015,female,0.521744127,0.020486718
106,6,Alabama,2016,male,0.477498679,0.018937333
106,6,Alabama,2016,female,0.522501321,0.0205969
106,6,Alabama,2017,male,0.476059113,0.019841592
106,6,Alabama,2017,female,0.523940887,0.019893751
106,6,Alabama,2018,male,0.476291331,0.020370729
106,6,Alabama,2018,female,0.523708669,0.021555252
106,6,Alabama,2019,male,0.474603829,0.02012534
106,6,Alabama,2019,female,0.525396171,0.021220726
106,6,Alabama,2020,male,0.474058924,0.02384642
106,6,Alabama,2020,female,0.525941076,0.025999947
107,7,Alabama,2009,male,0.455646944,0.023264451
107,7,Alabama,2009,female,0.544353056,0.0237543
107,7,Alabama,2010,male,0.457684659,0.023631935
107,7,Alabama,2010,female,0.542315341,0.023294042
107,7,Alabama,2011,male,0.455037258,0.022654573
107,7,Alabama,2011,female,0.544962742,0.024284842
107,7,Alabama,2012,male,0.45453262,0.021460595
107,7,Alabama,2012,female,0.54546738,0.021634038
107,7,Alabama,2013,male,0.455313224,0.021565331
107,7,Alabama,2013,female,0.544686776,0.021409719
107,7,Alabama,2014,male,0.454365766,0.021742365
107,7,Alabama,2014,female,0.545634234,0.022639165
107,7,Alabama,2015,male,0.455411779,0.020642713
107,7,Alabama,2015,female,0.544588221,0.023018072
107,7,Alabama,2016,male,0.45565936,0.021494901
107,7,Alabama,2016,female,0.54434064,0.021814281
107,7,Alabama,2017,male,0.459436738,0.02176943
107,7,Alabama,2017,female,0.540563262,0.022779062
107,7,Alabama,2018,male,0.457636705,0.023130125
107,7,Alabama,2018,female,0.542363295,0.023768212
107,7,Alabama,2019,male,0.459368806,0.024243135
107,7,Alabama,2019,female,0.540631194,0.024693728
107,7,Alabama,2020,male,0.458940727,0.027334977
107,7,Alabama,2020,female,0.541059273,0.029274577
200,AL,Alaska,2009,male,0.521855132,0.016200439
200,AL,Alaska,2009,female,0.478144868,0.015991509
200,AL,Alaska,2010,male,0.520358595,0.017072024
200,AL,Alaska,2010,female,0.479641405,0.016366875
200,AL,Alaska,2011,male,0.51943958,0.016490692
200,AL,Alaska,2011,female,0.48056042,0.014830487
200,AL,Alaska,2012,male,0.520985229,0.015663284
200,AL,Alaska,2012,female,0.479014771,0.015034372
200,AL,Alaska,2013,male,0.521994662,0.015165568
200,AL,Alaska,2013,female,0.478005338,0.014798486
200,AL,Alaska,2014,male,0.523972438,0.017029128
200,AL,Alaska,2014,female,0.476027562,0.015454991
200,AL,Alaska,2015,male,0.525363105,0.015956819
200,AL,Alaska,2015,female,0.474636895,0.014219777
200,AL,Alaska,2016,male,0.52420085,0.016914755
200,AL,Alaska,2016,female,0.47579915,0.015015428
200,AL,Alaska,2017,male,0.524988764,0.016245318
200,AL,Alaska,2017,female,0.475011236,0.014308989
200,AL,Alaska,2018,male,0.524068433,0.016185947
200,AL,Alaska,2018,female,0.475931567,0.013686302
200,AL,Alaska,2019,male,0.523710022,0.016706912
200,AL,Alaska,2019,female,0.476289978,0.015806059
200,AL,Alaska,2020,male,0.523743452,0.019205126
200,AL,Alaska,2020,female,0.476256548,0.017933239
401,1,Arizona,2009,male,0.504617902,0.020456732
401,1,Arizona,2009,female,0.495382098,0.020295776
401,1,Arizona,2010,male,0.510758777,0.020676054
401,1,Arizona,2010,female,0.489241223,0.018613083
401,1,Arizona,2011,male,0.511539381,0.021098461
401,1,Arizona,2011,female,0.488460619,0.020643698
401,1,Arizona,2012,male,0.499788184,0.023343968
401,1,Arizona,2012,female,0.500211816,0.022641259
401,1,Arizona,2013,male,0.501099174,0.023355225
401,1,Arizona,2013,female,0.498900826,0.022758896
401,1,Arizona,2014,male,0.501871891,0.023924195
401,1,Arizona,2014,female,0.498128109,0.02381192
401,1,Arizona,2015,male,0.500749226,0.022911748
401,1,Arizona,2015,female,0.499250774,0.022888754
401,1,Arizona,2016,male,0.502593077,0.021638523
401,1,Arizona,2016,female,0.497406923,0.019801681
401,1,Arizona,2017,male,0.503782996,0.020986755
401,1,Arizona,2017,female,0.496217004,0.020558949
401,1,Arizona,2018,male,0.504708298,0.021438247
401,1,Arizona,2018,female,0.495291702,0.020752706
401,1,Arizona,2019,male,0.503599435,0.021688214
401,1,Arizona,2019,female,0.496400565,0.021163746
401,1,Arizona,2020,male,0.505876599,0.025723915
401,1,Arizona,2020,female,0.494123401,0.026315371
402,2,Arizona,2009,male,0.48078487,0.022243656
402,2,Arizona,2009,female,0.51921513,0.021720511
402,2,Arizona,2010,male,0.478169118,0.020238309
402,2,Arizona,2010,female,0.521830882,0.021990797
402,2,Arizona,2011,male,0.479683009,0.022451411
402,2,Arizona,2011,female,0.520316991,0.022195681
402,2,Arizona,2012,male,0.486405997,0.020806568
402,2,Arizona,2012,female,0.513594003,0.020168791
402,2,Arizona,2013,male,0.485501825,0.021605839
402,2,Arizona,2013,female,0.514498175,0.021394161
402,2,Arizona,2014,male,0.486673594,0.022576414
402,2,Arizona,2014,female,0.513326406,0.022073223
402,2,Arizona,2015,male,0.48806297,0.021075019
402,2,Arizona,2015,female,0.51193703,0.021064177
402,2,Arizona,2016,male,0.48891731,0.019949743
402,2,Arizona,2016,female,0.51108269,0.020913455
402,2,Arizona,2017,male,0.488937222,0.021011877
402,2,Arizona,2017,female,0.511062778,0.020782643
402,2,Arizona,2018,male,0.489959609,0.020276106
402,2,Arizona,2018,female,0.510040391,0.020883583
402,2,Arizona,2019,male,0.488206487,0.021020322
402,2,Arizona,2019,female,0.511793513,0.02107361
402,2,Arizona,2020,male,0.487428108,0.025456282
402,2,Arizona,2020,female,0.512571892,0.026207681
403,3,Arizona,2009,male,0.496192502,0.027439759
403,3,Arizona,2009,female,0.503807498,0.026965339
403,3,Arizona,2010,male,0.488154344,0.02624123
403,3,Arizona,2010,female,0.511845656,0.025512682
403,3,Arizona,2011,male,0.489375607,0.026278176
403,3,Arizona,2011,female,0.510624393,0.025930399
403,3,Arizona,2012,male,0.493746994,0.027746567
403,3,Arizona,2012,female,0.506253006,0.02759345
403,3,Arizona,2013,male,0.496974146,0.027613425
403,3,Arizona,2013,female,0.503025854,0.026210711
403,3,Arizona,2014,male,0.496282604,0.025639339
403,3,Arizona,2014,female,0.503717396,0.025890181
403,3,Arizona,2015,male,0.494469232,0.025019565
403,3,Arizona,2015,female,0.505530768,0.025481471
403,3,Arizona,2016,male,0.495323577,0.024166485
403,3,Arizona,2016,female,0.504676423,0.023681964
403,3,Arizona,2017,male,0.498001374,0.024720871
403,3,Arizona,2017,female,0.501998626,0.023248097
403,3,Arizona,2018,male,0.498291324,0.025346772
403,3,Arizona,2018,female,0.501708676,0.024761209
403,3,Arizona,2019,male,0.499958218,0.024653164
403,3,Arizona,2019,female,0.500041782,0.024476752
403,3,Arizona,2020,male,0.502901485,0.030841979
403,3,Arizona,2020,female,0.497098515,0.029667133
404,4,Arizona,2009,male,0.531688229,0.029071904
404,4,Arizona,2009,female,0.468311771,0.026311503
404,4,Arizona,2010,male,0.511445037,0.028898462
404,4,Arizona,2010,female,0.488554963,0.026688794
404,4,Arizona,2011,male,0.509346521,0.028937812
404,4,Arizona,2011,female,0.490653479,0.027368976
404,4,Arizona,2012,male,0.505805342,0.024754297
404,4,Arizona,2012,female,0.494194658,0.023532022
404,4,Arizona,2013,male,0.50429962,0.024305625
404,4,Arizona,2013,female,0.49570038,0.024366042
404,4,Arizona,2014,male,0.502916661,0.024106874
404,4,Arizona,2014,female,0.497083339,0.023313542
404,4,Arizona,2015,male,0.50342323,0.024711805
404,4,Arizona,2015,female,0.49657677,0.024335879
404,4,Arizona,2016,male,0.503714754,0.022166957
404,4,Arizona,2016,female,0.496285246,0.022262475
404,4,Arizona,2017,male,0.5039296,0.024178609
404,4,Arizona,2017,female,0.4960704,0.021719941
404,4,Arizona,2018,male,0.504082768,0.022336019
404,4,Arizona,2018,female,0.495917232,0.0229486
404,4,Arizona,2019,male,0.503792242,0.023653249
404,4,Arizona,2019,female,0.496207758,0.022044273
404,4,Arizona,2020,male,0.50205113,0.026558625
404,4,Arizona,2020,female,0.49794887,0.025858277
405,5,Arizona,2009,male,0.502840389,0.02734476
405,5,Arizona,2009,female,0.497159611,0.026600916
405,5,Arizona,2010,male,0.49539355,0.027179351
405,5,Arizona,2010,female,0.50460645,0.026218717
405,5,Arizona,2011,male,0.492325985,0.027261828
405,5,Arizona,2011,female,0.507674015,0.025888531
405,5,Arizona,2012,male,0.478054651,0.027199228
405,5,Arizona,2012,female,0.521945349,0.028928454
405,5,Arizona,2013,male,0.4794026,0.026349267
405,5,Arizona,2013,female,0.5205974,0.026043875
405,5,Arizona,2014,male,0.481455759,0.025626291
405,5,Arizona,2014,female,0.518544241,0.026543419
405,5,Arizona,2015,male,0.482558701,0.024232486
405,5,Arizona,2015,female,0.517441299,0.024862022
405,5,Arizona,2016,male,0.483259031,0.022775056
405,5,Arizona,2016,female,0.516740969,0.02393821
405,5,Arizona,2017,male,0.481752675,0.022493682
405,5,Arizona,2017,female,0.518247325,0.022796609
405,5,Arizona,2018,male,0.48196168,0.022836116
405,5,Arizona,2018,female,0.51803832,0.023780001
405,5,Arizona,2019,male,0.483208889,0.023419204
405,5,Arizona,2019,female,0.516791111,0.022835843
405,5,Arizona,2020,male,0.48101081,0.027995295
405,5,Arizona,2020,female,0.51898919,0.029166687
406,6,Arizona,2009,male,0.489738839,0.023651075
406,6,Arizona,2009,female,0.510261161,0.021754813
406,6,Arizona,2010,male,0.480946788,0.022781852
406,6,Arizona,2010,female,0.519053212,0.022505942
406,6,Arizona,2011,male,0.480267231,0.023812458
406,6,Arizona,2011,female,0.519732769,0.024351908
406,6,Arizona,2012,male,0.483985785,0.02664895
406,6,Arizona,2012,female,0.516014215,0.025806048
406,6,Arizona,2013,male,0.482602505,0.025954309
406,6,Arizona,2013,female,0.517397495,0.025689488
406,6,Arizona,2014,male,0.481631097,0.025279391
406,6,Arizona,2014,female,0.518368903,0.025329506
406,6,Arizona,2015,male,0.482941814,0.025390889
406,6,Arizona,2015,female,0.517058186,0.025285445
406,6,Arizona,2016,male,0.484672099,0.024368048
406,6,Arizona,2016,female,0.515327901,0.024426427
406,6,Arizona,2017,male,0.482183649,0.024425778
406,6,Arizona,2017,female,0.517816351,0.024957105
406,6,Arizona,2018,male,0.483386502,0.023919404
406,6,Arizona,2018,female,0.516613498,0.024864874
406,6,Arizona,2019,male,0.484678178,0.024531374
406,6,Arizona,2019,female,0.515321822,0.024855705
406,6,Arizona,2020,male,0.485019011,0.029862252
406,6,Arizona,2020,female,0.514980989,0.030994058
407,7,Arizona,2009,male,0.494513838,0.024284887
407,7,Arizona,2009,female,0.505486162,0.022823578
407,7,Arizona,2010,male,0.493308749,0.024287901
407,7,Arizona,2010,female,0.506691251,0.023372332
407,7,Arizona,2011,male,0.493452349,0.024874697
407,7,Arizona,2011,female,0.506547651,0.023560562
407,7,Arizona,2012,male,0.505184584,0.027556205
407,7,Arizona,2012,female,0.494815416,0.026042103
407,7,Arizona,2013,male,0.504818662,0.026777558
407,7,Arizona,2013,female,0.495181338,0.026684475
407,7,Arizona,2014,male,0.499871589,0.026962167
407,7,Arizona,2014,female,0.500128411,0.026469573
407,7,Arizona,2015,male,0.499205159,0.026138226
407,7,Arizona,2015,female,0.500794841,0.024978355
407,7,Arizona,2016,male,0.498547842,0.025645514
407,7,Arizona,2016,female,0.501452158,0.024056097
407,7,Arizona,2017,male,0.500057418,0.025162864
407,7,Arizona,2017,female,0.499942582,0.024345382
407,7,Arizona,2018,male,0.498748185,0.024387707
407,7,Arizona,2018,female,0.501251815,0.024845319
407,7,Arizona,2019,male,0.497476619,0.026065675
407,7,Arizona,2019,female,0.502523381,0.025826676
407,7,Arizona,2020,male,0.499040692,0.031161729
407,7,Arizona,2020,female,0.500959308,0.032538873
408,8,Arizona,2009,male,0.47841667,0.020776843
408,8,Arizona,2009,female,0.52158333,0.021415057
408,8,Arizona,2010,male,0.483966474,0.019997913
408,8,Arizona,2010,female,0.516033526,0.020388781
408,8,Arizona,2011,male,0.485033051,0.021172333
408,8,Arizona,2011,female,0.514966949,0.02042859
408,8,Arizona,2012,male,0.472888447,0.026894568
408,8,Arizona,2012,female,0.527111553,0.02841057
408,8,Arizona,2013,male,0.472306846,0.027111349
408,8,Arizona,2013,female,0.527693154,0.026375149
408,8,Arizona,2014,male,0.470583137,0.025970266
408,8,Arizona,2014,female,0.529416863,0.02668946
408,8,Arizona,2015,male,0.470377764,0.026300311
408,8,Arizona,2015,female,0.529622236,0.026588072
408,8,Arizona,2016,male,0.468565789,0.023825288
408,8,Arizona,2016,female,0.531434211,0.025053138
408,8,Arizona,2017,male,0.470041028,0.024122627
408,8,Arizona,2017,female,0.529958972,0.024505138
408,8,Arizona,2018,male,0.468644849,0.023489063
408,8,Arizona,2018,female,0.531355151,0.024579395
408,8,Arizona,2019,male,0.470411858,0.024037639
408,8,Arizona,2019,female,0.529588142,0.024879946
408,8,Arizona,2020,male,0.467998988,0.029361228
408,8,Arizona,2020,female,0.532001012,0.032074932
409,9,Arizona,2012,male,0.498487898,0.026742021
409,9,Arizona,2012,female,0.501512102,0.025658724
409,9,Arizona,2013,male,0.499533334,0.027875387
409,9,Arizona,2013,female,0.500466666,0.024785352
409,9,Arizona,2014,male,0.502457395,0.025976341
409,9,Arizona,2014,female,0.497542605,0.026033319
409,9,Arizona,2015,male,0.502818301,0.025922642
409,9,Arizona,2015,female,0.497181699,0.024016908
409,9,Arizona,2016,male,0.502553421,0.025001187
409,9,Arizona,2016,female,0.497446579,0.024893879
409,9,Arizona,2017,male,0.504135643,0.024979317
409,9,Arizona,2017,female,0.495864357,0.025303272
409,9,Arizona,2018,male,0.5048086,0.025950283
409,9,Arizona,2018,female,0.4951914,0.024846558
409,9,Arizona,2019,male,0.502562482,0.025247055
409,9,Arizona,2019,female,0.497437518,0.024730547
409,9,Arizona,2020,male,0.502792764,0.029940071
409,9,Arizona,2020,female,0.497207236,0.029917071
501,1,Arkansas,2009,male,0.475837007,0.017082352
501,1,Arkansas,2009,female,0.524162993,0.017772898
501,1,Arkansas,2010,male,0.480658812,0.016295157
501,1,Arkansas,2010,female,0.519341188,0.017517193
501,1,Arkansas,2011,male,0.481418804,0.017234964
501,1,Arkansas,2011,female,0.518581196,0.017192957
501,1,Arkansas,2012,male,0.48605494,0.016057266
501,1,Arkansas,2012,female,0.51394506,0.016961425
501,1,Arkansas,2013,male,0.486909615,0.016509941
501,1,Arkansas,2013,female,0.513090385,0.016502464
501,1,Arkansas,2014,male,0.487845454,0.016598965
501,1,Arkansas,2014,female,0.512154546,0.016073021
501,1,Arkansas,2015,male,0.488030425,0.016403508
501,1,Arkansas,2015,female,0.511969575,0.015783911
501,1,Arkansas,2016,male,0.488506068,0.017141282
501,1,Arkansas,2016,female,0.511493932,0.015439443
501,1,Arkansas,2017,male,0.48905704,0.016610165
501,1,Arkansas,2017,female,0.51094296,0.016824022
501,1,Arkansas,2018,male,0.489391539,0.017493546
501,1,Arkansas,2018,female,0.510608461,0.016626866
501,1,Arkansas,2019,male,0.489177175,0.016613684
501,1,Arkansas,2019,female,0.510822825,0.016710524
501,1,Arkansas,2020,male,0.489861521,0.01885943
501,1,Arkansas,2020,female,0.510138479,0.019625862
502,2,Arkansas,2009,male,0.475133589,0.015260487
502,2,Arkansas,2009,female,0.524866411,0.017170696
502,2,Arkansas,2010,male,0.476401279,0.015797939
502,2,Arkansas,2010,female,0.523598721,0.016108399
502,2,Arkansas,2011,male,0.477219233,0.015937966
502,2,Arkansas,2011,female,0.522780767,0.017368273
502,2,Arkansas,2012,male,0.477344512,0.016844903
502,2,Arkansas,2012,female,0.522655488,0.016319726
502,2,Arkansas,2013,male,0.477125389,0.015796593
502,2,Arkansas,2013,female,0.522874611,0.01717695
502,2,Arkansas,2014,male,0.477034084,0.016542974
502,2,Arkansas,2014,female,0.522965916,0.017772298
502,2,Arkansas,2015,male,0.476260317,0.015918084
502,2,Arkansas,2015,female,0.523739683,0.017106244
502,2,Arkansas,2016,male,0.476030284,0.015601835
502,2,Arkansas,2016,female,0.523969716,0.017326986
502,2,Arkansas,2017,male,0.475807389,0.016713984
502,2,Arkansas,2017,female,0.524192611,0.017170161
502,2,Arkansas,2018,male,0.475295289,0.017087196
502,2,Arkansas,2018,female,0.524704711,0.018539421
502,2,Arkansas,2019,male,0.474349515,0.017458927
502,2,Arkansas,2019,female,0.525650485,0.018520583
502,2,Arkansas,2020,male,0.47376661,0.019423931
502,2,Arkansas,2020,female,0.52623339,0.021234041
503,3,Arkansas,2009,male,0.48858031,0.016684174
503,3,Arkansas,2009,female,0.51141969,0.017317615
503,3,Arkansas,2010,male,0.488778431,0.015885238
503,3,Arkansas,2010,female,0.511221569,0.017509366
503,3,Arkansas,2011,male,0.488339347,0.016191181
503,3,Arkansas,2011,female,0.511660653,0.016636383
503,3,Arkansas,2012,male,0.487797884,0.017911062
503,3,Arkansas,2012,female,0.512202116,0.018053473
503,3,Arkansas,2013,male,0.488439367,0.017229727
503,3,Arkansas,2013,female,0.511560633,0.018060828
503,3,Arkansas,2014,male,0.488569374,0.017858607
503,3,Arkansas,2014,female,0.511430626,0.019742285
503,3,Arkansas,2015,male,0.487921607,0.017312455
503,3,Arkansas,2015,female,0.512078393,0.017974159
503,3,Arkansas,2016,male,0.489004599,0.017876428
503,3,Arkansas,2016,female,0.510995401,0.017155241
503,3,Arkansas,2017,male,0.489416235,0.018058787
503,3,Arkansas,2017,female,0.510583765,0.017553994
503,3,Arkansas,2018,male,0.489622182,0.018153546
503,3,Arkansas,2018,female,0.510377818,0.017361226
503,3,Arkansas,2019,male,0.489451542,0.017270944
503,3,Arkansas,2019,female,0.510548458,0.018731645
503,3,Arkansas,2020,male,0.490010321,0.021293834
503,3,Arkansas,2020,female,0.509989679,0.021145914
504,4,Arkansas,2009,male,0.481310342,0.018777881
504,4,Arkansas,2009,female,0.518689658,0.018752971
504,4,Arkansas,2010,male,0.481685436,0.018705078
504,4,Arkansas,2010,female,0.518314564,0.019190356
504,4,Arkansas,2011,male,0.482616312,0.017399273
504,4,Arkansas,2011,female,0.517383688,0.018269964
504,4,Arkansas,2012,male,0.479939747,0.017851295
504,4,Arkansas,2012,female,0.520060253,0.018073969
504,4,Arkansas,2013,male,0.480293602,0.017732676
504,4,Arkansas,2013,female,0.519706398,0.018248291
504,4,Arkansas,2014,male,0.480062623,0.017696549
504,4,Arkansas,2014,female,0.519937377,0.018115535
504,4,Arkansas,2015,male,0.480305725,0.016556645
504,4,Arkansas,2015,female,0.519694275,0.018688997
504,4,Arkansas,2016,male,0.479991713,0.017015426
504,4,Arkansas,2016,female,0.520008287,0.01796282
504,4,Arkansas,2017,male,0.479224486,0.018034026
504,4,Arkansas,2017,female,0.520775514,0.018699655
504,4,Arkansas,2018,male,0.479951663,0.018084884
504,4,Arkansas,2018,female,0.520048337,0.019368716
504,4,Arkansas,2019,male,0.480086238,0.019305333
504,4,Arkansas,2019,female,0.519913762,0.019224083
504,4,Arkansas,2020,male,0.480844926,0.021929741
504,4,Arkansas,2020,female,0.519155074,0.021749445
601,1,California,2009,male,0.491663718,0.021027145
601,1,California,2009,female,0.508336282,0.020905185
601,1,California,2010,male,0.491655598,0.01974373
601,1,California,2010,female,0.508344402,0.020837565
601,1,California,2011,male,0.49183287,0.019982932
601,1,California,2011,female,0.50816713,0.019264371
601,1,California,2012,male,0.497958022,0.018609058
601,1,California,2012,female,0.502041978,0.018640891
601,1,California,2013,male,0.498432935,0.018728433
601,1,California,2013,female,0.501567065,0.01981225
601,1,California,2014,male,0.498511888,0.019321421
601,1,California,2014,female,0.501488112,0.019001616
601,1,California,2015,male,0.498432302,0.018421838
601,1,California,2015,female,0.501567698,0.017565223
601,1,California,2016,male,0.498465897,0.019364606
601,1,California,2016,female,0.501534103,0.018754639
601,1,California,2017,male,0.498459182,0.019246483
601,1,California,2017,female,0.501540818,0.01900281
601,1,California,2018,male,0.498462987,0.017807462
601,1,California,2018,female,0.501537013,0.018579161
601,1,California,2019,male,0.498904772,0.019253058
601,1,California,2019,female,0.501095228,0.019883589
601,1,California,2020,male,0.498293403,0.021457759
601,1,California,2020,female,0.501706597,0.022333922
602,2,California,2009,male,0.486758444,0.019324928
602,2,California,2009,female,0.513241556,0.01903529
602,2,California,2010,male,0.489358908,0.018877428
602,2,California,2010,female,0.510641092,0.018501134
602,2,California,2011,male,0.489716306,0.018863005
602,2,California,2011,female,0.510283694,0.019047841
602,2,California,2012,male,0.493725848,0.019341971
602,2,California,2012,female,0.506274152,0.019538997
602,2,California,2013,male,0.493710164,0.019773068
602,2,California,2013,female,0.506289836,0.019280218
602,2,California,2014,male,0.492604721,0.019449518
602,2,California,2014,female,0.507395279,0.019438548
602,2,California,2015,male,0.49284038,0.019400144
602,2,California,2015,female,0.50715962,0.019334702
