GEOID,district,state,year,age,estimate,moe
102,2,Alabama,2013,20_29,0.196256574,0.007934076
102,2,Alabama,2013,30_44,0.272069237,0.008099714
102,2,Alabama,2013,45_64,0.358896849,0.009611164
102,2,Alabama,2013,65+,0.172777341,0.009271605
102,2,Alabama,2014,20_29,0.198660125,0.009539908
102,2,Alabama,2014,30_44,0.267368898,0.007540402
102,2,Alabama,2014,45_64,0.356967348,0.009469822
102,2,Alabama,2014,65+,0.177003628,0.009577012
102,2,Alabama,2015,20_29,0.197002681,0.008753196
102,2,Alabama,2015,30_44,0.265941846,0.008195536
102,2,Alabama,2015,45_64,0.353800143,0.009624798
102,2,Alabama,2015,65+,0.18325533,0.009562836
102,2,Alabama,2016,20_29,0.196998841,0.010151825
102,2,Alabama,2016,30_44,0.264321472,0.007821427
102,2,Alabama,2016,45_64,0.350258522,0.008996901
102,2,Alabama,2016,65+,0.188421165,0.009547648
102,2,Alabama,2017,20_29,0.199002481,0.009104205
102,2,Alabama,2017,30_44,0.258828943,0.008253767
102,2,Alabama,2017,45_64,0.349928514,0.009872475
102,2,Alabama,2017,65+,0.192240062,0.009436985
102,2,Alabama,2018,20_29,0.198577042,0.008972609
102,2,Alabama,2018,30_44,0.255754308,0.007776536
102,2,Alabama,2018,45_64,0.34893298699999997,0.009383631
102,2,Alabama,2018,65+,0.196735664,0.010115251
102,2,Alabama,2019,20_29,0.195852354,0.010146035
102,2,Alabama,2019,30_44,0.254819986,0.008377915
102,2,Alabama,2019,45_64,0.346919216,0.009530498
102,2,Alabama,2019,65+,0.202408444,0.010377378
102,2,Alabama,2020,20_29,0.19447209,0.009118202
102,2,Alabama,2020,30_44,0.253211812,0.008585481
102,2,Alabama,2020,45_64,0.344179093,0.011030216
102,2,Alabama,2020,65+,0.208137004,0.01240538
103,3,Alabama,2009,20_29,0.225188511,0.011312872
103,3,Alabama,2009,30_44,0.267714221,0.009393247
103,3,Alabama,2009,45_64,0.350142302,0.009958891
103,3,Alabama,2009,65+,0.156954967,0.010822945
103,3,Alabama,2010,20_29,0.214412393,0.009614015
103,3,Alabama,2010,30_44,0.267505232,0.008712162
103,3,Alabama,2010,45_64,0.360037973,0.009588125
103,3,Alabama,2010,65+,0.158044402,0.009985113
103,3,Alabama,2011,20_29,0.212716334,0.010689327
103,3,Alabama,2011,30_44,0.265288893,0.009482674
103,3,Alabama,2011,45_64,0.362486303,0.011166872
103,3,Alabama,2011,65+,0.15950847,0.010036967
103,3,Alabama,2012,20_29,0.208173585,0.010383314
103,3,Alabama,2012,30_44,0.266244459,0.008578605
103,3,Alabama,2012,45_64,0.362293228,0.009414426
103,3,Alabama,2012,65+,0.163288728,0.009385318
103,3,Alabama,2013,20_29,0.208021222,0.009655478
103,3,Alabama,2013,30_44,0.263830293,0.008249181
103,3,Alabama,2013,45_64,0.360344071,0.009647278
103,3,Alabama,2013,65+,0.167804414,0.010553376
103,3,Alabama,2014,20_29,0.206606845,0.009715233
103,3,Alabama,2014,30_44,0.262218041,0.009208387
103,3,Alabama,2014,45_64,0.358543202,0.010647831
103,3,Alabama,2014,65+,0.172631912,0.010327504
103,3,Alabama,2015,20_29,0.207029167,0.010382538
103,3,Alabama,2015,30_44,0.259683752,0.008746356
103,3,Alabama,2015,45_64,0.356386925,0.010029636
103,3,Alabama,2015,65+,0.176900157,0.009881256
103,3,Alabama,2016,20_29,0.207529891,0.01022858
103,3,Alabama,2016,30_44,0.25631572,0.008186049
103,3,Alabama,2016,45_64,0.353724135,0.009639312
103,3,Alabama,2016,65+,0.182430253,0.010471454
103,3,Alabama,2017,20_29,0.207480405,0.010532322
103,3,Alabama,2017,30_44,0.251900018,0.007651585
103,3,Alabama,2017,45_64,0.35326074,0.010413447
103,3,Alabama,2017,65+,0.187358836,0.01048081
103,3,Alabama,2018,20_29,0.206313145,0.009449637
103,3,Alabama,2018,30_44,0.248348282,0.008189686
103,3,Alabama,2018,45_64,0.351995055,0.010146548
103,3,Alabama,2018,65+,0.193343518,0.010760775
103,3,Alabama,2019,20_29,0.205795088,0.010282494
103,3,Alabama,2019,30_44,0.244205305,0.007809986
103,3,Alabama,2019,45_64,0.351206034,0.010667106
103,3,Alabama,2019,65+,0.198793573,0.010988925
103,3,Alabama,2020,20_29,0.204743562,0.011023992
103,3,Alabama,2020,30_44,0.242449602,0.008310033
103,3,Alabama,2020,45_64,0.349322488,0.012607786
103,3,Alabama,2020,65+,0.203484348,0.012983204
104,4,Alabama,2009,20_29,0.173914745,0.007578524
104,4,Alabama,2009,30_44,0.280453233,0.00874813
104,4,Alabama,2009,45_64,0.36818672,0.009869909
104,4,Alabama,2009,65+,0.177445302,0.010196007
104,4,Alabama,2010,20_29,0.164867559,0.00741702
104,4,Alabama,2010,30_44,0.275938085,0.008297953
104,4,Alabama,2010,45_64,0.375612355,0.010472352
104,4,Alabama,2010,65+,0.183582,0.01069151
104,4,Alabama,2011,20_29,0.165948754,0.007510364
104,4,Alabama,2011,30_44,0.27054368,0.008606425
104,4,Alabama,2011,45_64,0.377398966,0.010811341
104,4,Alabama,2011,65+,0.1861086,0.011105614
104,4,Alabama,2012,20_29,0.169725943,0.008254688
104,4,Alabama,2012,30_44,0.264590975,0.009004739
104,4,Alabama,2012,45_64,0.377111065,0.009841335
104,4,Alabama,2012,65+,0.188572017,0.01031939
104,4,Alabama,2013,20_29,0.170967623,0.008269129
104,4,Alabama,2013,30_44,0.260262763,0.007348519
104,4,Alabama,2013,45_64,0.376091946,0.010859114
104,4,Alabama,2013,65+,0.192677668,0.01069545
104,4,Alabama,2014,20_29,0.171609126,0.00909635
104,4,Alabama,2014,30_44,0.256762204,0.008489656
104,4,Alabama,2014,45_64,0.373577423,0.010497042
104,4,Alabama,2014,65+,0.198051247,0.010635482
104,4,Alabama,2015,20_29,0.170741904,0.008872978
104,4,Alabama,2015,30_44,0.256066178,0.008544198
104,4,Alabama,2015,45_64,0.37030272,0.009916141
104,4,Alabama,2015,65+,0.202889197,0.011239376
104,4,Alabama,2016,20_29,0.169816142,0.007771275
104,4,Alabama,2016,30_44,0.253888679,0.008310721
104,4,Alabama,2016,45_64,0.368547429,0.010448227
104,4,Alabama,2016,65+,0.20774775,0.010598299
104,4,Alabama,2017,20_29,0.172849813,0.009159216
104,4,Alabama,2017,30_44,0.250143873,0.009057898
104,4,Alabama,2017,45_64,0.364751607,0.010338567
104,4,Alabama,2017,65+,0.212254707,0.011055904
104,4,Alabama,2018,20_29,0.172381438,0.008080759
104,4,Alabama,2018,30_44,0.246240708,0.008966488
104,4,Alabama,2018,45_64,0.364220599,0.010511458
104,4,Alabama,2018,65+,0.217157255,0.012165627
104,4,Alabama,2019,20_29,0.171614687,0.007924895
104,4,Alabama,2019,30_44,0.244168188,0.008602099
104,4,Alabama,2019,45_64,0.363400368,0.010565183
104,4,Alabama,2019,65+,0.220816756,0.010944094
104,4,Alabama,2020,20_29,0.169694222,0.008673465
104,4,Alabama,2020,30_44,0.243422689,0.008308393
104,4,Alabama,2020,45_64,0.364385837,0.012195807
104,4,Alabama,2020,65+,0.222497252,0.014133496
105,5,Alabama,2009,20_29,0.187437115,0.007500478
105,5,Alabama,2009,30_44,0.289716362,0.007392378
105,5,Alabama,2009,45_64,0.360875278,0.00904714
105,5,Alabama,2009,65+,0.161971245,0.009292444
105,5,Alabama,2010,20_29,0.187104676,0.008327492
105,5,Alabama,2010,30_44,0.281039748,0.0079367
105,5,Alabama,2010,45_64,0.37037798,0.008557132
105,5,Alabama,2010,65+,0.161477596,0.009379004
105,5,Alabama,2011,20_29,0.188242612,0.007670273
105,5,Alabama,2011,30_44,0.274295472,0.007741588
105,5,Alabama,2011,45_64,0.373513785,0.009025249
105,5,Alabama,2011,65+,0.163948131,0.009999881
105,5,Alabama,2012,20_29,0.188654095,0.007331414
105,5,Alabama,2012,30_44,0.27076757,0.007094258
105,5,Alabama,2012,45_64,0.376118317,0.008656221
105,5,Alabama,2012,65+,0.164460019,0.010414452
105,5,Alabama,2013,20_29,0.18881931,0.00737503
105,5,Alabama,2013,30_44,0.266541397,0.007266158
105,5,Alabama,2013,45_64,0.377259586,0.009193585
105,5,Alabama,2013,65+,0.167379707,0.009536329
105,5,Alabama,2014,20_29,0.188463915,0.007470153
105,5,Alabama,2014,30_44,0.263607917,0.007314691
105,5,Alabama,2014,45_64,0.376919857,0.008841409
105,5,Alabama,2014,65+,0.171008311,0.010292388
105,5,Alabama,2015,20_29,0.186833831,0.008293619
105,5,Alabama,2015,30_44,0.261231189,0.006885641
105,5,Alabama,2015,45_64,0.376475706,0.009179537
105,5,Alabama,2015,65+,0.175459273,0.010199925
105,5,Alabama,2016,20_29,0.185165143,0.008505182
105,5,Alabama,2016,30_44,0.259390403,0.006971975
105,5,Alabama,2016,45_64,0.375004411,0.008297356
105,5,Alabama,2016,65+,0.180440042,0.01066971
105,5,Alabama,2017,20_29,0.184968401,0.007891104
105,5,Alabama,2017,30_44,0.256828391,0.007117161
105,5,Alabama,2017,45_64,0.373258143,0.008960622
105,5,Alabama,2017,65+,0.184945066,0.010531842
105,5,Alabama,2018,20_29,0.184071976,0.008299858
105,5,Alabama,2018,30_44,0.255015541,0.007853091
105,5,Alabama,2018,45_64,0.371336797,0.009416776
105,5,Alabama,2018,65+,0.189575687,0.011180737
105,5,Alabama,2019,20_29,0.184964564,0.007338444
105,5,Alabama,2019,30_44,0.25392995,0.007456438
105,5,Alabama,2019,45_64,0.367592092,0.009138799
105,5,Alabama,2019,65+,0.193513394,0.011544347
105,5,Alabama,2020,20_29,0.184907048,0.007776044
105,5,Alabama,2020,30_44,0.252749561,0.008173661
105,5,Alabama,2020,45_64,0.365279007,0.013098864
105,5,Alabama,2020,65+,0.197064384,0.013612766
106,6,Alabama,2009,20_29,0.182655897,0.009425022
106,6,Alabama,2009,30_44,0.309467449,0.010214075
106,6,Alabama,2009,45_64,0.359542587,0.011352056
106,6,Alabama,2009,65+,0.14833406699999999,0.0104044
106,6,Alabama,2010,20_29,0.180670019,0.009428691
106,6,Alabama,2010,30_44,0.302734708,0.009995189
106,6,Alabama,2010,45_64,0.365965141,0.010022349
106,6,Alabama,2010,65+,0.150630131,0.008656547
106,6,Alabama,2011,20_29,0.181252592,0.008888923
106,6,Alabama,2011,30_44,0.297124418,0.009459701
106,6,Alabama,2011,45_64,0.368426059,0.012199438
106,6,Alabama,2011,65+,0.15319693,0.009969597
106,6,Alabama,2012,20_29,0.177593895,0.00789065
106,6,Alabama,2012,30_44,0.294496585,0.010174346
106,6,Alabama,2012,45_64,0.369733304,0.011727426000000001
106,6,Alabama,2012,65+,0.158176216,0.009836175
106,6,Alabama,2013,20_29,0.178998521,0.009495789
106,6,Alabama,2013,30_44,0.290278593,0.00951645
106,6,Alabama,2013,45_64,0.368633317,0.011371807
106,6,Alabama,2013,65+,0.16208957,0.01088834
106,6,Alabama,2014,20_29,0.173606265,0.008603351
106,6,Alabama,2014,30_44,0.286952132,0.010023561
106,6,Alabama,2014,45_64,0.371750142,0.012141561
106,6,Alabama,2014,65+,0.167691462,0.010930689
106,6,Alabama,2015,20_29,0.171349321,0.008215351
106,6,Alabama,2015,30_44,0.286649343,0.008638948
106,6,Alabama,2015,45_64,0.369597093,0.0124554
106,6,Alabama,2015,65+,0.172404242,0.010646964
106,6,Alabama,2016,20_29,0.169910914,0.008888274
106,6,Alabama,2016,30_44,0.285014875,0.009413268
106,6,Alabama,2016,45_64,0.368151166,0.011651615
106,6,Alabama,2016,65+,0.176923046,0.009706288
106,6,Alabama,2017,20_29,0.169401701,0.008992339
106,6,Alabama,2017,30_44,0.280669718,0.009487404
106,6,Alabama,2017,45_64,0.366259252,0.0119465
106,6,Alabama,2017,65+,0.183669329,0.011252597
106,6,Alabama,2018,20_29,0.167886678,0.008861345
106,6,Alabama,2018,30_44,0.277216845,0.010128976
106,6,Alabama,2018,45_64,0.364216584,0.012853377
106,6,Alabama,2018,65+,0.190679893,0.010925773
106,6,Alabama,2019,20_29,0.168962606,0.009344592
106,6,Alabama,2019,30_44,0.275014073,0.009437073
106,6,Alabama,2019,45_64,0.361367109,0.012404503
106,6,Alabama,2019,65+,0.194656212,0.011218335
106,6,Alabama,2020,20_29,0.166102496,0.009686375
106,6,Alabama,2020,30_44,0.276598472,0.010567682
106,6,Alabama,2020,45_64,0.359092894,0.014525556
106,6,Alabama,2020,65+,0.198206138,0.015523036
107,7,Alabama,2009,20_29,0.242904574,0.014855891
107,7,Alabama,2009,30_44,0.264210853,0.012200732
107,7,Alabama,2009,45_64,0.345220713,0.012955777
107,7,Alabama,2009,65+,0.14766386,0.011045663
107,7,Alabama,2010,20_29,0.242604879,0.015842769
107,7,Alabama,2010,30_44,0.256686786,0.011502968
107,7,Alabama,2010,45_64,0.353828503,0.013468349
107,7,Alabama,2010,65+,0.146879832,0.010819574
107,7,Alabama,2011,20_29,0.23846923,0.013938928
107,7,Alabama,2011,30_44,0.253252333,0.011326007
107,7,Alabama,2011,45_64,0.359266573,0.013366095
107,7,Alabama,2011,65+,0.149011864,0.011155162
107,7,Alabama,2012,20_29,0.236485857,0.013914587
107,7,Alabama,2012,30_44,0.249539656,0.009823627
107,7,Alabama,2012,45_64,0.359698281,0.013351082
107,7,Alabama,2012,65+,0.154276206,0.010125347
107,7,Alabama,2013,20_29,0.235021017,0.014407521
107,7,Alabama,2013,30_44,0.248540828,0.010057745
107,7,Alabama,2013,45_64,0.358607894,0.012627664
107,7,Alabama,2013,65+,0.157830261,0.010270796
107,7,Alabama,2014,20_29,0.236299991,0.014842875
107,7,Alabama,2014,30_44,0.250111742,0.010373196
107,7,Alabama,2014,45_64,0.353737493,0.012369063
107,7,Alabama,2014,65+,0.159850775,0.010266986
107,7,Alabama,2015,20_29,0.239284784,0.013039622
107,7,Alabama,2015,30_44,0.247982278,0.00967712
107,7,Alabama,2015,45_64,0.350437081,0.012258568
107,7,Alabama,2015,65+,0.162295856,0.010352268
107,7,Alabama,2016,20_29,0.233476603,0.013555511
107,7,Alabama,2016,30_44,0.249990081,0.010817959
107,7,Alabama,2016,45_64,0.345910203,0.012352047
107,7,Alabama,2016,65+,0.170623113,0.010447663
107,7,Alabama,2017,20_29,0.238271383,0.012480465
107,7,Alabama,2017,30_44,0.248576194,0.010077177
107,7,Alabama,2017,45_64,0.339384601,0.012703721
107,7,Alabama,2017,65+,0.173767822,0.012121504
107,7,Alabama,2018,20_29,0.236640818,0.013877099
107,7,Alabama,2018,30_44,0.250025291,0.011004913
107,7,Alabama,2018,45_64,0.335729021,0.013758341
107,7,Alabama,2018,65+,0.17760487,0.011902196
107,7,Alabama,2019,20_29,0.232415337,0.014352762
107,7,Alabama,2019,30_44,0.249723985,0.012078665
107,7,Alabama,2019,45_64,0.332950652,0.014471525
107,7,Alabama,2019,65+,0.184910026,0.011871929
107,7,Alabama,2020,20_29,0.235039013,0.015419641
107,7,Alabama,2020,30_44,0.241453549,0.011825556
107,7,Alabama,2020,45_64,0.329232334,0.016635353
107,7,Alabama,2020,65+,0.194275104,0.015680467
200,AL,Alaska,2009,20_29,0.2516665,0.008835952
200,AL,Alaska,2009,30_44,0.289364428,0.006613953
200,AL,Alaska,2009,45_64,0.368615754,0.008467621
200,AL,Alaska,2009,65+,0.090353318,0.007126414
200,AL,Alaska,2010,20_29,0.225536501,0.008740926
200,AL,Alaska,2010,30_44,0.287448093,0.00813865
200,AL,Alaska,2010,45_64,0.391079183,0.008871684
200,AL,Alaska,2010,65+,0.095936222,0.007056931
200,AL,Alaska,2011,20_29,0.2258233,0.008235922
200,AL,Alaska,2011,30_44,0.282929073,0.007479761
200,AL,Alaska,2011,45_64,0.391718864,0.008902436
200,AL,Alaska,2011,65+,0.099528763,0.007128964
200,AL,Alaska,2012,20_29,0.227166794,0.007814166
200,AL,Alaska,2012,30_44,0.27883473,0.006603199
200,AL,Alaska,2012,45_64,0.390125666,0.008594821
200,AL,Alaska,2012,65+,0.10387281,0.007052551
200,AL,Alaska,2013,20_29,0.232316393,0.007159476
200,AL,Alaska,2013,30_44,0.276825592,0.006089669
200,AL,Alaska,2013,45_64,0.382586838,0.008311576
200,AL,Alaska,2013,65+,0.108271177,0.007492388
200,AL,Alaska,2014,20_29,0.239403554,0.008172698
200,AL,Alaska,2014,30_44,0.276804284,0.00752343
200,AL,Alaska,2014,45_64,0.371707353,0.008814629
200,AL,Alaska,2014,65+,0.112084808,0.007989289
200,AL,Alaska,2015,20_29,0.244102501,0.007963525
200,AL,Alaska,2015,30_44,0.274786879,0.006210753
200,AL,Alaska,2015,45_64,0.363899411,0.008749375
200,AL,Alaska,2015,65+,0.117211209,0.007449282
200,AL,Alaska,2016,20_29,0.237690024,0.008236035
200,AL,Alaska,2016,30_44,0.276542233,0.006800396
200,AL,Alaska,2016,45_64,0.362734551,0.009175137
200,AL,Alaska,2016,65+,0.123033192,0.00805613
200,AL,Alaska,2017,20_29,0.237618783,0.008443198
200,AL,Alaska,2017,30_44,0.276916931,0.005717975
200,AL,Alaska,2017,45_64,0.353722569,0.008543076
200,AL,Alaska,2017,65+,0.131741717,0.008239877
200,AL,Alaska,2018,20_29,0.233814825,0.007718617
200,AL,Alaska,2018,30_44,0.278284339,0.005894281
200,AL,Alaska,2018,45_64,0.348890761,0.009567943
200,AL,Alaska,2018,65+,0.139010075,0.007704336
200,AL,Alaska,2019,20_29,0.230473573,0.007808429
200,AL,Alaska,2019,30_44,0.280082795,0.006248885
200,AL,Alaska,2019,45_64,0.343214018,0.009032511
200,AL,Alaska,2019,65+,0.146229614,0.008811249
200,AL,Alaska,2020,20_29,0.225248098,0.008585051
200,AL,Alaska,2020,30_44,0.280319189,0.006665788
200,AL,Alaska,2020,45_64,0.33970595,0.010928047
200,AL,Alaska,2020,65+,0.154726763,0.010490071
401,1,Arizona,2009,20_29,0.195127416,0.010108183
401,1,Arizona,2009,30_44,0.251060372,0.007298245
401,1,Arizona,2009,45_64,0.359577142,0.011087864
401,1,Arizona,2009,65+,0.19423507,0.012044762
401,1,Arizona,2010,20_29,0.193071589,0.008909098
401,1,Arizona,2010,30_44,0.251222052,0.007493804
401,1,Arizona,2010,45_64,0.359089276,0.012033633
401,1,Arizona,2010,65+,0.196617083,0.01204452
401,1,Arizona,2011,20_29,0.190810981,0.010335167
401,1,Arizona,2011,30_44,0.248437151,0.008266717
401,1,Arizona,2011,45_64,0.360108664,0.011376476
401,1,Arizona,2011,65+,0.200643203,0.011266678
401,1,Arizona,2012,20_29,0.19619493,0.010637486
401,1,Arizona,2012,30_44,0.262566735,0.009858153
401,1,Arizona,2012,45_64,0.353985643,0.013875331
401,1,Arizona,2012,65+,0.187252693,0.012336752
401,1,Arizona,2013,20_29,0.196663171,0.0107143
401,1,Arizona,2013,30_44,0.260811506,0.009881664
401,1,Arizona,2013,45_64,0.347672743,0.01379741
401,1,Arizona,2013,65+,0.19485258,0.012214616
401,1,Arizona,2014,20_29,0.197950336,0.011825875
401,1,Arizona,2014,30_44,0.260281106,0.010063179
401,1,Arizona,2014,45_64,0.342765234,0.013472858
401,1,Arizona,2014,65+,0.199003325,0.012308013
401,1,Arizona,2015,20_29,0.197220341,0.010534694
401,1,Arizona,2015,30_44,0.257478179,0.010021927
401,1,Arizona,2015,45_64,0.336731375,0.012876588
401,1,Arizona,2015,65+,0.208570106,0.012321727
401,1,Arizona,2016,20_29,0.199891934,0.009943566
401,1,Arizona,2016,30_44,0.257268184,0.008626512
401,1,Arizona,2016,45_64,0.326550446,0.012022334
401,1,Arizona,2016,65+,0.216289437,0.012461351
401,1,Arizona,2017,20_29,0.19947343,0.010186524
401,1,Arizona,2017,30_44,0.256502392,0.007980124
401,1,Arizona,2017,45_64,0.321073905,0.011985019
401,1,Arizona,2017,65+,0.222950273,0.011506656
401,1,Arizona,2018,20_29,0.200505647,0.009794192
401,1,Arizona,2018,30_44,0.254131019,0.008468498
401,1,Arizona,2018,45_64,0.315275896,0.011742888
401,1,Arizona,2018,65+,0.230087438,0.012470933
401,1,Arizona,2019,20_29,0.198722453,0.010385868
401,1,Arizona,2019,30_44,0.252235351,0.008392152
401,1,Arizona,2019,45_64,0.310013874,0.011951594
401,1,Arizona,2019,65+,0.239028322,0.012336785
401,1,Arizona,2020,20_29,0.196050648,0.011290345
401,1,Arizona,2020,30_44,0.25638681,0.010738916
401,1,Arizona,2020,45_64,0.302487017,0.012888793
401,1,Arizona,2020,65+,0.245075525,0.015932125
402,2,Arizona,2009,20_29,0.171079534,0.009821827
402,2,Arizona,2009,30_44,0.276407394,0.011259794
402,2,Arizona,2009,45_64,0.328405301,0.013349339
402,2,Arizona,2009,65+,0.22410777,0.011834339
402,2,Arizona,2010,20_29,0.166051762,0.008310376
402,2,Arizona,2010,30_44,0.261161437,0.009373225
402,2,Arizona,2010,45_64,0.336357972,0.012632016
402,2,Arizona,2010,65+,0.236428829,0.012008967
402,2,Arizona,2011,20_29,0.16453864,0.010305072
402,2,Arizona,2011,30_44,0.259217232,0.009864277
402,2,Arizona,2011,45_64,0.336213392,0.013753995
402,2,Arizona,2011,65+,0.240030737,0.01288134
402,2,Arizona,2012,20_29,0.197743072,0.010222113
402,2,Arizona,2012,30_44,0.243258416,0.008439931
402,2,Arizona,2012,45_64,0.348569168,0.012151241
402,2,Arizona,2012,65+,0.210429344,0.011962849
402,2,Arizona,2013,20_29,0.200078931,0.010610588
402,2,Arizona,2013,30_44,0.239863938,0.009295071
402,2,Arizona,2013,45_64,0.343628197,0.01245983
402,2,Arizona,2013,65+,0.216428934,0.012136588
402,2,Arizona,2014,20_29,0.200524809,0.012496874
402,2,Arizona,2014,30_44,0.239243469,0.008682117
402,2,Arizona,2014,45_64,0.338121064,0.012209461
402,2,Arizona,2014,65+,0.222110658,0.01300078
402,2,Arizona,2015,20_29,0.200813785,0.011444079
402,2,Arizona,2015,30_44,0.239514839,0.008411824
402,2,Arizona,2015,45_64,0.330612079,0.01189577
402,2,Arizona,2015,65+,0.229059297,0.01142927
402,2,Arizona,2016,20_29,0.200968978,0.00985189
402,2,Arizona,2016,30_44,0.239105445,0.007733402
402,2,Arizona,2016,45_64,0.322319652,0.011627736
402,2,Arizona,2016,65+,0.237605924,0.011590892
402,2,Arizona,2017,20_29,0.20059731,0.009967476
402,2,Arizona,2017,30_44,0.235981852,0.008808296
402,2,Arizona,2017,45_64,0.320384228,0.011864989
402,2,Arizona,2017,65+,0.24303661,0.012333829
402,2,Arizona,2018,20_29,0.200581523,0.0116012
402,2,Arizona,2018,30_44,0.235026699,0.007684149
402,2,Arizona,2018,45_64,0.316586204,0.010770975
402,2,Arizona,2018,65+,0.247805574,0.011326896
402,2,Arizona,2019,20_29,0.200171002,0.011209751
402,2,Arizona,2019,30_44,0.234054939,0.008320902
402,2,Arizona,2019,45_64,0.311671821,0.010933236
402,2,Arizona,2019,65+,0.254102238,0.012592323
402,2,Arizona,2020,20_29,0.201468803,0.013146473
402,2,Arizona,2020,30_44,0.236708555,0.010938586
402,2,Arizona,2020,45_64,0.305163863,0.014158572
402,2,Arizona,2020,65+,0.256658779,0.013982085
403,3,Arizona,2009,20_29,0.204221985,0.014511193
403,3,Arizona,2009,30_44,0.321941451,0.014597771
403,3,Arizona,2009,45_64,0.345904682,0.015723282
403,3,Arizona,2009,65+,0.127931882,0.010468386
403,3,Arizona,2010,20_29,0.198847888,0.013250472
403,3,Arizona,2010,30_44,0.304689783,0.013033316
403,3,Arizona,2010,45_64,0.360340975,0.015781328
403,3,Arizona,2010,65+,0.136121355,0.011690896
403,3,Arizona,2011,20_29,0.201130799,0.013166629
403,3,Arizona,2011,30_44,0.302719229,0.014006138
403,3,Arizona,2011,45_64,0.361430211,0.015935057
403,3,Arizona,2011,65+,0.13471976,0.010589531
403,3,Arizona,2012,20_29,0.247103067,0.013810936
403,3,Arizona,2012,30_44,0.306552988,0.015016445
403,3,Arizona,2012,45_64,0.319752434,0.016383561
403,3,Arizona,2012,65+,0.126591512,0.010984979
403,3,Arizona,2013,20_29,0.247404565,0.015071772
403,3,Arizona,2013,30_44,0.304852168,0.013828171
403,3,Arizona,2013,45_64,0.319087799,0.015530165
403,3,Arizona,2013,65+,0.128655467,0.011132993
403,3,Arizona,2014,20_29,0.248507497,0.015014107
